Employee_ID,Name,Department,Title,Permissions,Last_Login_Days_Ago
EMP352,Employee_352,HR,HR Manager,Manage_Users,71
EMP353,Employee_353,Engineering,Software Engineer,"Approve_Invoice, Access_Payroll, Read_Email",65
EMP354,Employee_354,Finance,Accountant,Manage_Users,80
EMP355,Employee_355,IT,Helpdesk Tech,"Read_Email, Manage_Users, Access_Payroll",6
EMP356,Employee_356,IT,Helpdesk Tech,"Create_Vendor, Access_Payroll, Delete_Database",80
EMP357,Employee_357,HR,HR Manager,"Access_Payroll, Approve_Invoice, Manage_Users",62
EMP358,Employee_358,Finance,Financial Analyst,"Delete_Database, Read_Email",89
EMP359,Employee_359,HR,HR Specialist,"Delete_Database, Manage_Users",60
EMP360,Employee_360,Finance,Financial Analyst,"Create_Vendor, Approve_Invoice, Access_Payroll",94
EMP361,Employee_361,Engineering,DevOps Engineer,Approve_Invoice,66
EMP362,Employee_362,IT,SysAdmin,"Create_Vendor, Delete_Database",16
EMP363,Employee_363,Engineering,DevOps Engineer,Create_Vendor,13
EMP364,Employee_364,HR,HR Manager,"Access_Payroll, Delete_Database",32
EMP365,Employee_365,Finance,Financial Analyst,"Manage_Users, Approve_Invoice, Create_Vendor",98
EMP366,Employee_366,Finance,Financial Analyst,"Delete_Database, Manage_Users, Approve_Invoice",64
EMP367,Employee_367,HR,HR Specialist,"Access_Payroll, Delete_Database",31
EMP368,Employee_368,Finance,Financial Analyst,Read_Email,37
EMP369,Employee_369,Sales,Account Executive,"Access_Payroll, Read_Email",109
EMP370,Employee_370,HR,HR Manager,Approve_Invoice,94
EMP371,Employee_371,Engineering,DevOps Engineer,"Read_Email, Delete_Database",7
EMP372,Employee_372,IT,SysAdmin,"Access_Payroll, Approve_Invoice",10
EMP373,Employee_373,Sales,Account Executive,"Approve_Invoice, Access_Payroll, Read_Email",17
EMP374,Employee_374,HR,HR Manager,"Approve_Invoice, Access_Payroll",47
EMP375,Employee_375,Finance,Accountant,"Access_Payroll, Delete_Database, Read_Email",6
EMP376,Employee_376,HR,HR Specialist,"Approve_Invoice, Delete_Database, Access_Payroll",20
EMP377,Employee_377,IT,SysAdmin,"Access_Payroll, Approve_Invoice",21
EMP378,Employee_378,Sales,Account Executive,"Approve_Invoice, Access_Payroll, Delete_Database",91
EMP379,Employee_379,IT,Helpdesk Tech,"Read_Email, Approve_Invoice",43
EMP380,Employee_380,HR,HR Manager,"Approve_Invoice, Read_Email, Delete_Database",34
EMP381,Employee_381,IT,SysAdmin,"Read_Email, Access_Payroll, Delete_Database",22
EMP382,Employee_382,IT,Helpdesk Tech,Manage_Users,32
EMP383,Employee_383,HR,HR Specialist,Read_Email,57
EMP384,Employee_384,Engineering,DevOps Engineer,Delete_Database,89
EMP385,Employee_385,Finance,Financial Analyst,"Access_Payroll, Delete_Database, Read_Email",91
EMP386,Employee_386,Finance,Accountant,"Approve_Invoice, Delete_Database, Access_Payroll",41
EMP387,Employee_387,Finance,Financial Analyst,"Approve_Invoice, Access_Payroll, Manage_Users",87
EMP388,Employee_388,Engineering,DevOps Engineer,Create_Vendor,36
EMP389,Employee_389,IT,Helpdesk Tech,Approve_Invoice,99
EMP390,Employee_390,Engineering,Software Engineer,"Manage_Users, Delete_Database, Approve_Invoice",62
EMP391,Employee_391,Engineering,DevOps Engineer,"Read_Email, Access_Payroll",87
EMP392,Employee_392,IT,Helpdesk Tech,"Approve_Invoice, Create_Vendor",38
EMP393,Employee_393,HR,HR Manager,"Read_Email, Approve_Invoice, Delete_Database",84
EMP394,Employee_394,Engineering,DevOps Engineer,Create_Vendor,106
EMP395,Employee_395,IT,Helpdesk Tech,"Manage_Users, Approve_Invoice, Create_Vendor",14
EMP396,Employee_396,IT,SysAdmin,Read_Email,86
EMP397,Employee_397,IT,SysAdmin,"Create_Vendor, Read_Email, Access_Payroll",53
EMP398,Employee_398,Engineering,DevOps Engineer,Manage_Users,99
EMP399,Employee_399,Finance,Accountant,"Create_Vendor, Delete_Database, Access_Payroll",62
EMP400,Employee_400,Finance,Financial Analyst,"Approve_Invoice, Read_Email",117
EMP401,Employee_401,HR,HR Specialist,"Manage_Users, Read_Email, Create_Vendor",54
EMP402,Employee_402,Finance,Accountant,"Delete_Database, Create_Vendor",120
EMP403,Employee_403,Engineering,Software Engineer,Approve_Invoice,73
EMP404,Employee_404,IT,SysAdmin,"Approve_Invoice, Delete_Database",83
EMP405,Employee_405,IT,Helpdesk Tech,Access_Payroll,60
EMP406,Employee_406,Engineering,Software Engineer,Approve_Invoice,21
EMP407,Employee_407,Sales,Account Executive,"Create_Vendor, Read_Email, Approve_Invoice",102
EMP408,Employee_408,Engineering,Software Engineer,Access_Payroll,110
EMP409,Employee_409,Sales,Account Executive,"Approve_Invoice, Read_Email, Delete_Database",86
EMP410,Employee_410,HR,HR Specialist,Delete_Database,42
EMP411,Employee_411,Finance,Accountant,"Delete_Database, Create_Vendor",58
EMP412,Employee_412,Engineering,DevOps Engineer,"Access_Payroll, Manage_Users",2
EMP413,Employee_413,Engineering,DevOps Engineer,"Create_Vendor, Read_Email, Access_Payroll",60
EMP414,Employee_414,Engineering,Software Engineer,"Manage_Users, Access_Payroll",119
EMP415,Employee_415,Engineering,Software Engineer,"Approve_Invoice, Manage_Users, Create_Vendor",29
EMP416,Employee_416,Finance,Financial Analyst,Delete_Database,96
EMP417,Employee_417,IT,Helpdesk Tech,"Manage_Users, Access_Payroll",117
EMP418,Employee_418,Sales,Sales Rep,Manage_Users,97
EMP419,Employee_419,IT,SysAdmin,"Delete_Database, Access_Payroll, Approve_Invoice",10
EMP420,Employee_420,IT,SysAdmin,Access_Payroll,116
EMP421,Employee_421,IT,SysAdmin,"Access_Payroll, Create_Vendor, Manage_Users",42
EMP422,Employee_422,IT,Helpdesk Tech,Manage_Users,27
EMP423,Employee_423,IT,Helpdesk Tech,Access_Payroll,58
EMP424,Employee_424,HR,HR Manager,Access_Payroll,54
EMP425,Employee_425,Sales,Sales Rep,"Delete_Database, Approve_Invoice, Read_Email",51
EMP426,Employee_426,Engineering,Software Engineer,"Create_Vendor, Access_Payroll, Read_Email",6
EMP427,Employee_427,Sales,Account Executive,"Read_Email, Access_Payroll, Manage_Users",120
EMP428,Employee_428,HR,HR Manager,Approve_Invoice,53
EMP429,Employee_429,Finance,Accountant,"Manage_Users, Delete_Database, Approve_Invoice",115
EMP430,Employee_430,Sales,Account Executive,"Delete_Database, Read_Email",88
EMP431,Employee_431,IT,SysAdmin,"Approve_Invoice, Read_Email, Create_Vendor",69
EMP432,Employee_432,Sales,Sales Rep,"Create_Vendor, Read_Email, Access_Payroll",39
EMP433,Employee_433,Sales,Account Executive,"Delete_Database, Create_Vendor, Access_Payroll",59
EMP434,Employee_434,Engineering,Software Engineer,"Create_Vendor, Read_Email",5
EMP435,Employee_435,Sales,Sales Rep,Create_Vendor,9
EMP436,Employee_436,HR,HR Specialist,"Access_Payroll, Read_Email",32
EMP437,Employee_437,HR,HR Manager,"Create_Vendor, Access_Payroll",28
EMP438,Employee_438,HR,HR Specialist,"Approve_Invoice, Create_Vendor, Manage_Users",74
EMP439,Employee_439,IT,Helpdesk Tech,Approve_Invoice,113
EMP440,Employee_440,Finance,Accountant,"Approve_Invoice, Manage_Users",8
EMP441,Employee_441,IT,SysAdmin,"Manage_Users, Delete_Database, Access_Payroll",7
EMP442,Employee_442,Engineering,DevOps Engineer,"Approve_Invoice, Delete_Database, Access_Payroll",20
EMP443,Employee_443,Engineering,DevOps Engineer,Access_Payroll,61
EMP444,Employee_444,Finance,Accountant,"Manage_Users, Create_Vendor",104
EMP445,Employee_445,Sales,Sales Rep,"Delete_Database, Manage_Users, Create_Vendor",50
EMP446,Employee_446,Finance,Financial Analyst,Approve_Invoice,83
EMP447,Employee_447,HR,HR Manager,"Read_Email, Access_Payroll",93
EMP448,Employee_448,Finance,Accountant,"Delete_Database, Access_Payroll",78
EMP449,Employee_449,HR,HR Specialist,Access_Payroll,93
EMP450,Employee_450,IT,SysAdmin,"Create_Vendor, Approve_Invoice",39
EMP451,Employee_451,HR,HR Specialist,Manage_Users,16
EMP452,Employee_452,Sales,Sales Rep,"Access_Payroll, Create_Vendor, Delete_Database",118
EMP453,Employee_453,Finance,Financial Analyst,"Delete_Database, Manage_Users",69
EMP454,Employee_454,Engineering,DevOps Engineer,"Approve_Invoice, Access_Payroll",113
EMP455,Employee_455,Sales,Account Executive,Manage_Users,61
EMP456,Employee_456,Engineering,Software Engineer,"Approve_Invoice, Delete_Database",6
EMP457,Employee_457,IT,SysAdmin,"Create_Vendor, Read_Email, Approve_Invoice",71
EMP458,Employee_458,IT,Helpdesk Tech,"Create_Vendor, Manage_Users",43
EMP459,Employee_459,Finance,Financial Analyst,"Create_Vendor, Delete_Database, Approve_Invoice",33
EMP460,Employee_460,Sales,Account Executive,"Create_Vendor, Approve_Invoice",22
EMP461,Employee_461,Finance,Financial Analyst,Access_Payroll,83
EMP462,Employee_462,HR,HR Specialist,Manage_Users,7
EMP463,Employee_463,HR,HR Manager,Manage_Users,30
EMP464,Employee_464,HR,HR Specialist,Create_Vendor,65
EMP465,Employee_465,Sales,Account Executive,Access_Payroll,82
EMP466,Employee_466,IT,Helpdesk Tech,"Delete_Database, Read_Email, Access_Payroll",69
EMP467,Employee_467,IT,Helpdesk Tech,Read_Email,68
EMP468,Employee_468,Engineering,DevOps Engineer,Access_Payroll,105
EMP469,Employee_469,Sales,Sales Rep,Read_Email,68
EMP470,Employee_470,Finance,Accountant,Access_Payroll,68
EMP471,Employee_471,Engineering,DevOps Engineer,"Delete_Database, Read_Email",48
EMP472,Employee_472,Sales,Account Executive,"Create_Vendor, Manage_Users, Approve_Invoice",88
EMP473,Employee_473,HR,HR Specialist,Delete_Database,49
EMP474,Employee_474,Sales,Account Executive,Manage_Users,2
EMP475,Employee_475,Finance,Accountant,"Delete_Database, Approve_Invoice",73
EMP476,Employee_476,HR,HR Specialist,Create_Vendor,116
EMP477,Employee_477,IT,Helpdesk Tech,"Read_Email, Manage_Users",88
EMP478,Employee_478,Engineering,Software Engineer,Approve_Invoice,3
EMP479,Employee_479,Finance,Accountant,"Delete_Database, Read_Email, Approve_Invoice",21
EMP480,Employee_480,IT,SysAdmin,"Delete_Database, Access_Payroll, Approve_Invoice",50
EMP481,Employee_481,Finance,Accountant,"Manage_Users, Approve_Invoice, Read_Email",13
EMP482,Employee_482,Sales,Sales Rep,Approve_Invoice,78
EMP483,Employee_483,IT,Helpdesk Tech,"Read_Email, Approve_Invoice",101
EMP484,Employee_484,Sales,Account Executive,Approve_Invoice,71
EMP485,Employee_485,Sales,Account Executive,Manage_Users,75
EMP486,Employee_486,Sales,Sales Rep,"Approve_Invoice, Create_Vendor, Read_Email",11
EMP487,Employee_487,Engineering,Software Engineer,"Manage_Users, Create_Vendor",95
EMP488,Employee_488,Sales,Account Executive,"Read_Email, Manage_Users",1
EMP489,Employee_489,Engineering,DevOps Engineer,"Approve_Invoice, Read_Email",17
EMP490,Employee_490,HR,HR Specialist,"Delete_Database, Access_Payroll",72
EMP491,Employee_491,IT,Helpdesk Tech,Read_Email,12
EMP492,Employee_492,Engineering,Software Engineer,"Access_Payroll, Approve_Invoice, Delete_Database",2
EMP493,Employee_493,Engineering,DevOps Engineer,"Read_Email, Access_Payroll",116
EMP494,Employee_494,Finance,Accountant,"Delete_Database, Create_Vendor, Access_Payroll",35
EMP495,Employee_495,Engineering,DevOps Engineer,"Create_Vendor, Read_Email",22
EMP496,Employee_496,Sales,Account Executive,"Approve_Invoice, Delete_Database",101
EMP497,Employee_497,HR,HR Manager,"Create_Vendor, Delete_Database",77
EMP498,Employee_498,IT,SysAdmin,"Read_Email, Create_Vendor",39
EMP499,Employee_499,HR,HR Manager,"Access_Payroll, Delete_Database",103
EMP500,Employee_500,Engineering,DevOps Engineer,"Delete_Database, Access_Payroll",18
